Animal_ID,Species,Average_Lifespan (Years),Weight (kg),Height (cm),Diet_Type,Habitat,Conservation_Status,Domesticated,Primary_Region,Nocturnal,Speed (km/h),Intelligence_Level,Endangered_Level (1-5),cluster
ANM_937,Giraffe,10,3368.73,315.35,Omnivore,Urban,Extinct,No,Africa,No,47.82,Low,1,3
ANM_938,Tiger,29,66.65,388.69,Carnivore,Desert,Extinct,No,Australia,Yes,81.0,Medium,2,3
ANM_939,Deer,5,1189.78,207.9,Herbivore,Urban,Least Concern,No,Australia,Yes,81.33,Low,4,1
ANM_940,Tiger,11,1142.32,263.92,Herbivore,Grassland,Endangered,No,Europe,No,31.54,Low,4,3
ANM_941,Panda,35,1392.3,373.07,Omnivore,Urban,Critically Endangered,Yes,North America,Yes,8.46,High,1,3
ANM_942,Horse,40,3455.57,100.28,Carnivore,Desert,Vulnerable,Yes,Australia,Yes,62.65,Low,2,2
ANM_943,Deer,9,3953.7,83.89,Herbivore,Grassland,Extinct,No,South America,No,76.87,Low,3,2
ANM_944,Giraffe,18,4266.06,334.34,Omnivore,Forest,Least Concern,Yes,Asia,Yes,16.5,High,1,3
ANM_945,Giraffe,15,1537.99,135.56,Carnivore,Urban,Least Concern,No,Africa,Yes,60.74,High,2,2
ANM_946,Cat,7,4162.41,107.42,Herbivore,Wetland,Extinct,Yes,Asia,No,88.43,High,2,2
ANM_947,Panda,21,1744.9,49.1,Herbivore,Desert,Critically Endangered,Yes,South America,Yes,72.32,Medium,3,2
ANM_948,Panda,30,2156.3,234.44,Carnivore,Ocean,Extinct,Yes,Africa,No,79.05,High,1,3
ANM_949,Cat,30,2793.44,138.3,Herbivore,Ocean,Endangered,No,North America,No,88.48,Medium,1,2
ANM_950,Deer,45,1506.0,178.85,Herbivore,Forest,Critically Endangered,No,Australia,No,15.98,Medium,2,3
ANM_951,Elephant,79,4166.62,262.48,Carnivore,Desert,Vulnerable,No,North America,No,9.91,Low,4,0
ANM_952,Giraffe,31,4983.09,302.24,Herbivore,Wetland,Least Concern,Yes,Asia,Yes,98.91,High,1,0
ANM_953,Tiger,51,4554.28,395.39,Omnivore,Grassland,Critically Endangered,Yes,North America,Yes,51.65,High,2,0
ANM_954,Panda,49,4577.39,315.84,Omnivore,Ocean,Critically Endangered,Yes,South America,No,18.22,Low,1,0
ANM_955,Elephant,33,4127.93,177.2,Carnivore,Forest,Least Concern,No,Europe,No,35.62,Medium,1,2
ANM_956,Kangaroo,51,794.69,33.05,Herbivore,Ocean,Extinct,No,North America,No,43.73,Medium,2,1
ANM_957,Elephant,62,4793.89,192.53,Herbivore,Ocean,Extinct,Yes,Africa,Yes,64.28,Low,5,0
ANM_958,Horse,32,286.66,216.6,Herbivore,Ocean,Critically Endangered,No,Asia,Yes,92.81,High,2,1
ANM_959,Dog,6,61.2,94.36,Carnivore,Wetland,Least Concern,Yes,Africa,Yes,92.96,High,5,1
ANM_960,Kangaroo,13,2345.41,321.77,Carnivore,Forest,Critically Endangered,Yes,Asia,Yes,72.9,Low,1,3
ANM_961,Lion,67,934.21,92.68,Omnivore,Urban,Least Concern,Yes,Antarctica,Yes,23.58,Medium,1,3
ANM_962,Dog,72,4279.05,344.37,Carnivore,Urban,Endangered,Yes,North America,Yes,10.18,Low,1,0
ANM_963,Horse,35,1363.17,83.96,Omnivore,Forest,Vulnerable,Yes,Australia,Yes,67.15,High,4,1
ANM_964,Elephant,18,4180.39,159.78,Omnivore,Desert,Vulnerable,Yes,Europe,No,66.77,High,3,2
ANM_965,Kangaroo,31,1409.91,263.47,Omnivore,Desert,Endangered,Yes,Africa,Yes,38.25,Medium,5,1
ANM_966,Tiger,50,2673.12,26.75,Omnivore,Wetland,Critically Endangered,Yes,South America,No,8.02,Low,5,1
ANM_967,Dog,25,1211.24,369.3,Omnivore,Forest,Extinct,Yes,Europe,Yes,95.39,High,5,1
ANM_968,Elephant,13,3048.45,171.9,Carnivore,Wetland,Vulnerable,Yes,North America,No,69.09,Medium,3,2
ANM_969,Elephant,57,3932.16,120.2,Herbivore,Desert,Endangered,Yes,Antarctica,Yes,25.6,Low,4,0
ANM_970,Deer,27,577.68,256.38,Carnivore,Desert,Least Concern,Yes,South America,No,6.37,Medium,4,3
ANM_971,Elephant,49,1837.55,387.3,Omnivore,Urban,Vulnerable,No,North America,Yes,97.44,Low,5,1
ANM_972,Elephant,13,3002.47,204.25,Omnivore,Desert,Least Concern,Yes,Africa,No,72.79,Low,3,2
ANM_973,Panda,52,3950.89,291.94,Carnivore,Urban,Vulnerable,No,Europe,No,11.95,Low,2,0
ANM_974,Lion,52,473.4,139.58,Omnivore,Desert,Endangered,Yes,Australia,No,71.23,High,2,1
ANM_975,Deer,22,3004.99,46.98,Carnivore,Grassland,Least Concern,Yes,South America,No,26.5,High,1,2
ANM_976,Deer,77,1281.43,98.67,Omnivore,Urban,Least Concern,No,Asia,No,82.2,Medium,1,1
ANM_977,Lion,15,2915.76,53.49,Carnivore,Grassland,Vulnerable,Yes,Africa,No,73.62,Medium,3,2
ANM_978,Giraffe,31,1234.82,186.6,Herbivore,Forest,Extinct,No,Europe,Yes,85.69,Low,5,1
ANM_979,Lion,30,76.55,31.55,Omnivore,Wetland,Least Concern,No,South America,Yes,33.48,Medium,2,2
ANM_980,Dog,75,1697.21,148.46,Omnivore,Forest,Least Concern,No,Antarctica,No,15.56,Medium,1,3
ANM_981,Deer,8,1457.67,322.46,Omnivore,Desert,Critically Endangered,Yes,South America,No,64.6,Medium,2,3
ANM_982,Kangaroo,15,2394.77,289.51,Omnivore,Wetland,Extinct,Yes,South America,No,35.77,Medium,4,3
ANM_983,Kangaroo,42,3542.01,274.93,Omnivore,Ocean,Least Concern,Yes,Antarctica,No,24.91,Low,1,3
ANM_984,Deer,38,2263.71,261.59,Carnivore,Forest,Vulnerable,No,Antarctica,Yes,43.47,High,4,1
ANM_985,Dog,12,275.94,384.16,Carnivore,Desert,Endangered,Yes,Australia,Yes,97.79,High,3,3
ANM_986,Tiger,67,758.61,131.31,Omnivore,Forest,Least Concern,No,South America,No,12.03,Medium,4,1
ANM_987,Deer,6,4091.65,257.73,Herbivore,Forest,Critically Endangered,No,South America,Yes,76.17,Low,5,2
ANM_988,Horse,62,2023.9,194.0,Herbivore,Ocean,Least Concern,No,South America,No,61.48,Low,4,1
ANM_989,Tiger,57,2162.23,391.85,Herbivore,Wetland,Critically Endangered,Yes,Asia,No,62.16,High,1,3
ANM_990,Kangaroo,40,4200.32,49.66,Herbivore,Forest,Least Concern,No,Europe,Yes,97.19,Low,4,2
ANM_991,Deer,26,4097.5,380.24,Carnivore,Urban,Critically Endangered,No,Antarctica,No,6.93,High,1,3
ANM_992,Lion,20,3561.69,206.45,Omnivore,Forest,Least Concern,No,Africa,Yes,43.96,High,1,2
ANM_993,Deer,29,2086.41,121.44,Carnivore,Urban,Vulnerable,Yes,Asia,Yes,55.69,Low,1,2
ANM_994,Panda,59,3727.54,345.63,Omnivore,Grassland,Vulnerable,No,Asia,Yes,54.05,High,3,0
ANM_995,Horse,22,1384.45,190.96,Carnivore,Grassland,Critically Endangered,Yes,South America,No,71.97,High,1,3
ANM_996,Giraffe,60,251.4,227.21,Carnivore,Ocean,Extinct,Yes,North America,No,40.0,Medium,2,3
ANM_997,Dog,45,2697.02,189.58,Herbivore,Urban,Vulnerable,Yes,North America,Yes,54.1,Medium,5,1
ANM_998,Kangaroo,28,3031.93,172.79,Omnivore,Grassland,Extinct,No,Antarctica,No,95.46,Medium,1,2
ANM_999,Deer,23,2370.52,142.29,Carnivore,Grassland,Least Concern,Yes,South America,Yes,61.46,Medium,5,1
ANM_1000,Kangaroo,30,3690.49,243.21,Omnivore,Forest,Endangered,No,North America,Yes,19.25,Medium,2,2
